x,y,class_2017,class_2018,class_2019,class_2020,class_2021,class_2022,class_2023
175.086995,-41.15114013,11,11,11,11,11,11,11
175.0871206,-41.15114013,11,11,11,11,11,11,11
175.0872462,-41.15114013,11,11,11,11,11,11,11
175.0873718,-41.15114013,11,11,11,11,11,11,11
175.0874974,-41.15114013,11,11,11,11,11,11,11
175.087623,-41.15114013,11,11,11,11,11,11,11
175.0877486,-41.15114013,11,11,11,11,11,11,11
175.0878742,-41.15114013,11,11,11,11,11,11,11
175.0879998,-41.15114013,255,255,255,255,255,255,255
175.0881254,-41.15114013,255,255,255,255,255,255,255
175.0882509,-41.15114013,255,255,255,255,255,255,255
175.0883765,-41.15114013,255,255,255,255,255,255,255
175.0864927,-41.15123016,255,255,255,255,255,255,255
175.0866183,-41.15123016,11,11,11,11,11,11,11
175.0867439,-41.15123016,11,11,11,11,11,11,11
175.0868695,-41.15123016,11,11,11,11,11,11,11
175.086995,-41.15123016,11,11,11,11,11,11,11
175.0871206,-41.15123016,11,11,11,11,11,11,11
175.0872462,-41.15123016,11,11,11,11,11,11,11
175.0873718,-41.15123016,11,11,11,11,11,11,11
175.0874974,-41.15123016,11,11,11,11,11,11,11
175.087623,-41.15123016,11,11,11,11,11,11,11
175.0877486,-41.15123016,11,11,11,11,11,11,11
175.0878742,-41.15123016,255,255,255,255,255,255,255
175.0879998,-41.15123016,255,255,255,255,255,255,255
175.0881254,-41.15123016,255,255,255,255,255,255,255
175.0882509,-41.15123016,255,255,255,255,255,255,255
175.0883765,-41.15123016,255,255,255,255,255,255,255
175.0864927,-41.15132019,255,255,255,255,255,255,255
175.0866183,-41.15132019,11,11,11,11,11,11,11
175.0867439,-41.15132019,11,11,11,11,11,11,11
175.0868695,-41.15132019,11,11,11,11,11,11,11
175.086995,-41.15132019,11,11,11,11,11,11,11
175.0871206,-41.15132019,11,11,11,11,11,11,11
175.0872462,-41.15132019,11,11,11,11,11,11,11
175.0873718,-41.15132019,11,11,11,11,11,11,11
175.0874974,-41.15132019,11,11,11,11,11,11,11
175.087623,-41.15132019,11,11,11,11,11,11,11
175.0877486,-41.15132019,255,255,255,255,255,255,255
175.0878742,-41.15132019,255,255,255,255,255,255,255
175.0879998,-41.15132019,255,255,255,255,255,255,255
175.0881254,-41.15132019,255,255,255,255,255,255,255
175.0882509,-41.15132019,255,255,255,255,255,255,255
175.0883765,-41.15132019,255,255,255,255,255,255,255
175.0864927,-41.15141022,255,255,255,255,255,255,255
175.0866183,-41.15141022,11,11,11,11,11,11,11
175.0867439,-41.15141022,11,11,11,11,11,11,11
175.0868695,-41.15141022,11,11,11,11,11,11,11
175.086995,-41.15141022,11,11,11,11,11,11,11
175.0871206,-41.15141022,11,11,11,11,11,11,11
175.0872462,-41.15141022,11,11,11,11,11,11,11
175.0873718,-41.15141022,11,11,11,11,11,11,11
175.0874974,-41.15141022,11,11,11,11,11,11,11
175.087623,-41.15141022,255,255,255,255,255,255,255
175.0877486,-41.15141022,255,255,255,255,255,255,255
175.0878742,-41.15141022,255,255,255,255,255,255,255
175.0879998,-41.15141022,255,255,255,255,255,255,255
175.0881254,-41.15141022,255,255,255,255,255,255,255
175.0882509,-41.15141022,255,255,255,255,255,255,255
175.0883765,-41.15141022,255,255,255,255,255,255,255
175.0864927,-41.15150025,255,255,255,255,255,255,255
175.0866183,-41.15150025,11,11,11,11,11,11,11
175.0867439,-41.15150025,11,11,11,11,11,11,11
175.0868695,-41.15150025,11,11,11,11,11,11,11
175.086995,-41.15150025,11,11,11,11,11,11,11
175.0871206,-41.15150025,11,11,11,11,11,11,11
175.0872462,-41.15150025,11,11,11,11,11,11,11
175.0873718,-41.15150025,255,255,255,255,255,255,255
175.0874974,-41.15150025,255,255,255,255,255,255,255
175.087623,-41.15150025,255,255,255,255,255,255,255
175.0877486,-41.15150025,255,255,255,255,255,255,255
175.0878742,-41.15150025,255,255,255,255,255,255,255
175.0879998,-41.15150025,255,255,255,255,255,255,255
175.0881254,-41.15150025,255,255,255,255,255,255,255
175.0882509,-41.15150025,255,255,255,255,255,255,255
175.0883765,-41.15150025,255,255,255,255,255,255,255
175.0864927,-41.15159028,255,255,255,255,255,255,255
175.0866183,-41.15159028,255,255,255,255,255,255,255
175.0867439,-41.15159028,11,11,11,11,11,11,11
175.0868695,-41.15159028,11,11,11,11,11,11,11
175.086995,-41.15159028,11,11,11,11,11,11,11
175.0871206,-41.15159028,11,11,11,11,11,11,11
175.0872462,-41.15159028,255,255,255,255,255,255,255
175.0873718,-41.15159028,255,255,255,255,255,255,255
175.0874974,-41.15159028,255,255,255,255,255,255,255
175.087623,-41.15159028,255,255,255,255,255,255,255
175.0877486,-41.15159028,255,255,255,255,255,255,255
175.0878742,-41.15159028,255,255,255,255,255,255,255
175.0879998,-41.15159028,255,255,255,255,255,255,255
175.0881254,-41.15159028,255,255,255,255,255,255,255
175.0882509,-41.15159028,255,255,255,255,255,255,255
175.0883765,-41.15159028,255,255,255,255,255,255,255
175.0864927,-41.15168031,255,255,255,255,255,255,255
175.0866183,-41.15168031,255,255,255,255,255,255,255
175.0867439,-41.15168031,11,11,11,11,11,11,11
175.0868695,-41.15168031,11,11,11,11,11,11,11
175.086995,-41.15168031,255,255,255,255,255,255,255
175.0871206,-41.15168031,255,255,255,255,255,255,255
175.0872462,-41.15168031,255,255,255,255,255,255,255
175.0873718,-41.15168031,255,255,255,255,255,255,255
175.0874974,-41.15168031,255,255,255,255,255,255,255
175.087623,-41.15168031,255,255,255,255,255,255,255
175.0877486,-41.15168031,255,255,255,255,255,255,255
175.0878742,-41.15168031,255,255,255,255,255,255,255
175.0879998,-41.15168031,255,255,255,255,255,255,255
175.0881254,-41.15168031,255,255,255,255,255,255,255
175.0882509,-41.15168031,255,255,255,255,255,255,255
175.0883765,-41.15168031,255,255,255,255,255,255,255
