x,y,forest_type_2020
175.0881617,-41.14998162,0
175.0882515,-41.14998162,0
175.0883413,-41.14998162,0
175.0884312,-41.14998162,255
175.0865447,-41.15007145,255
175.0866345,-41.15007145,255
175.0867244,-41.15007145,255
175.0868142,-41.15007145,255
175.086904,-41.15007145,0
175.0869939,-41.15007145,0
175.0870837,-41.15007145,0
175.0871735,-41.15007145,0
175.0872633,-41.15007145,0
175.0873532,-41.15007145,0
175.087443,-41.15007145,0
175.0875328,-41.15007145,0
175.0876227,-41.15007145,1
175.0877125,-41.15007145,1
175.0878023,-41.15007145,1
175.0878922,-41.15007145,1
175.087982,-41.15007145,1
175.0880718,-41.15007145,1
175.0881617,-41.15007145,0
175.0882515,-41.15007145,0
175.0883413,-41.15007145,0
175.0884312,-41.15007145,0
175.0865447,-41.15016128,255
175.0866345,-41.15016128,255
175.0867244,-41.15016128,255
175.0868142,-41.15016128,255
175.086904,-41.15016128,0
175.0869939,-41.15016128,0
175.0870837,-41.15016128,0
175.0871735,-41.15016128,0
175.0872633,-41.15016128,0
175.0873532,-41.15016128,0
175.087443,-41.15016128,0
175.0875328,-41.15016128,0
175.0876227,-41.15016128,1
175.0877125,-41.15016128,1
175.0878023,-41.15016128,1
175.0878922,-41.15016128,1
175.087982,-41.15016128,1
175.0880718,-41.15016128,1
175.0881617,-41.15016128,0
175.0882515,-41.15016128,0
175.0883413,-41.15016128,0
175.0884312,-41.15016128,0
175.0865447,-41.15025111,255
175.0866345,-41.15025111,255
175.0867244,-41.15025111,255
175.0868142,-41.15025111,255
175.086904,-41.15025111,0
175.0869939,-41.15025111,0
175.0870837,-41.15025111,0
175.0871735,-41.15025111,0
175.0872633,-41.15025111,0
175.0873532,-41.15025111,0
175.087443,-41.15025111,0
175.0875328,-41.15025111,0
175.0876227,-41.15025111,1
175.0877125,-41.15025111,1
175.0878023,-41.15025111,1
175.0878922,-41.15025111,1
175.087982,-41.15025111,1
175.0880718,-41.15025111,1
175.0881617,-41.15025111,0
175.0882515,-41.15025111,0
175.0883413,-41.15025111,0
175.0884312,-41.15025111,0
175.0865447,-41.15034095,255
175.0866345,-41.15034095,255
175.0867244,-41.15034095,255
175.0868142,-41.15034095,0
175.086904,-41.15034095,0
175.0869939,-41.15034095,0
175.0870837,-41.15034095,0
175.0871735,-41.15034095,0
175.0872633,-41.15034095,0
175.0873532,-41.15034095,0
175.087443,-41.15034095,0
175.0875328,-41.15034095,1
175.0876227,-41.15034095,1
175.0877125,-41.15034095,1
175.0878023,-41.15034095,1
175.0878922,-41.15034095,1
175.087982,-41.15034095,1
175.0880718,-41.15034095,1
175.0881617,-41.15034095,0
175.0882515,-41.15034095,0
175.0883413,-41.15034095,0
175.0884312,-41.15034095,0
175.0865447,-41.15043078,255
175.0866345,-41.15043078,255
175.0867244,-41.15043078,255
175.0868142,-41.15043078,0
175.086904,-41.15043078,0
175.0869939,-41.15043078,0
175.0870837,-41.15043078,0
175.0871735,-41.15043078,0
175.0872633,-41.15043078,0
175.0873532,-41.15043078,1
175.087443,-41.15043078,1
175.0875328,-41.15043078,1
175.0876227,-41.15043078,1
175.0877125,-41.15043078,1
175.0878023,-41.15043078,1
175.0878922,-41.15043078,1
175.087982,-41.15043078,1
175.0880718,-41.15043078,1
175.0881617,-41.15043078,0
175.0882515,-41.15043078,0
175.0883413,-41.15043078,0
175.0884312,-41.15043078,255
175.0865447,-41.15052061,255
175.0866345,-41.15052061,255
175.0867244,-41.15052061,0
175.0868142,-41.15052061,0
175.086904,-41.15052061,0
175.0869939,-41.15052061,0
175.0870837,-41.15052061,0
175.0871735,-41.15052061,0
175.0872633,-41.15052061,1
175.0873532,-41.15052061,1
175.087443,-41.15052061,1
175.0875328,-41.15052061,1
175.0876227,-41.15052061,1
175.0877125,-41.15052061,1
175.0878023,-41.15052061,1
175.0878922,-41.15052061,1
175.087982,-41.15052061,0
175.0880718,-41.15052061,0
175.0881617,-41.15052061,0
175.0882515,-41.15052061,0
175.0883413,-41.15052061,0
175.0884312,-41.15052061,255
175.0865447,-41.15061044,255
175.0866345,-41.15061044,0
175.0867244,-41.15061044,0
175.0868142,-41.15061044,0
175.086904,-41.15061044,0
175.0869939,-41.15061044,0
175.0870837,-41.15061044,0
175.0871735,-41.15061044,1
175.0872633,-41.15061044,1
175.0873532,-41.15061044,1
175.087443,-41.15061044,1
175.0875328,-41.15061044,1
175.0876227,-41.15061044,1
175.0877125,-41.15061044,1
175.0878023,-41.15061044,1
175.0878922,-41.15061044,1
175.087982,-41.15061044,0
175.0880718,-41.15061044,0
175.0881617,-41.15061044,0
175.0882515,-41.15061044,0
175.0883413,-41.15061044,255
175.0884312,-41.15061044,255
175.0865447,-41.15070027,255
175.0866345,-41.15070027,0
175.0867244,-41.15070027,0
175.0868142,-41.15070027,0
175.086904,-41.15070027,0
175.0869939,-41.15070027,0
175.0870837,-41.15070027,0
175.0871735,-41.15070027,1
175.0872633,-41.15070027,1
175.0873532,-41.15070027,1
175.087443,-41.15070027,1
175.0875328,-41.15070027,1
175.0876227,-41.15070027,1
175.0877125,-41.15070027,1
175.0878023,-41.15070027,1
175.0878922,-41.15070027,0
175.087982,-41.15070027,0
175.0880718,-41.15070027,0
175.0881617,-41.15070027,0
175.0882515,-41.15070027,255
175.0883413,-41.15070027,255
175.0884312,-41.15070027,255
175.0865447,-41.1507901,0
175.0866345,-41.1507901,0
175.0867244,-41.1507901,0
175.0868142,-41.1507901,0
175.086904,-41.1507901,0
175.0869939,-41.1507901,0
175.0870837,-41.1507901,0
175.0871735,-41.1507901,0
175.0872633,-41.1507901,0
175.0873532,-41.1507901,1
175.087443,-41.1507901,1
175.0875328,-41.1507901,1
175.0876227,-41.1507901,1
175.0877125,-41.1507901,1
175.0878023,-41.1507901,0
175.0878922,-41.1507901,0
175.087982,-41.1507901,0
175.0880718,-41.1507901,0
175.0881617,-41.1507901,255
175.0882515,-41.1507901,255
175.0883413,-41.1507901,255
175.0884312,-41.1507901,255
175.0865447,-41.15087993,0
175.0866345,-41.15087993,0
175.0867244,-41.15087993,0
175.0868142,-41.15087993,0
175.086904,-41.15087993,0
175.0869939,-41.15087993,0
175.0870837,-41.15087993,0
175.0871735,-41.15087993,0
175.0872633,-41.15087993,0
175.0873532,-41.15087993,0
175.087443,-41.15087993,1
175.0875328,-41.15087993,0
175.0876227,-41.15087993,0
175.0877125,-41.15087993,0
175.0878023,-41.15087993,0
175.0878922,-41.15087993,0
175.087982,-41.15087993,0
175.0880718,-41.15087993,0
175.0881617,-41.15087993,255
175.0882515,-41.15087993,255
175.0883413,-41.15087993,255
175.0884312,-41.15087993,255
175.0865447,-41.15096977,0
175.0866345,-41.15096977,0
175.0867244,-41.15096977,0
175.0868142,-41.15096977,0
175.086904,-41.15096977,0
175.0869939,-41.15096977,0
175.0870837,-41.15096977,0
175.0871735,-41.15096977,0
175.0872633,-41.15096977,0
175.0873532,-41.15096977,0
175.087443,-41.15096977,0
175.0875328,-41.15096977,0
175.0876227,-41.15096977,0
175.0877125,-41.15096977,0
175.0878023,-41.15096977,0
175.0878922,-41.15096977,0
175.087982,-41.15096977,0
175.0880718,-41.15096977,255
175.0881617,-41.15096977,255
175.0882515,-41.15096977,255
175.0883413,-41.15096977,255
175.0884312,-41.15096977,255
175.0865447,-41.1510596,0
175.0866345,-41.1510596,0
175.0867244,-41.1510596,0
175.0868142,-41.1510596,0
175.086904,-41.1510596,0
175.0869939,-41.1510596,0
175.0870837,-41.1510596,0
175.0871735,-41.1510596,0
175.0872633,-41.1510596,0
175.0873532,-41.1510596,0
175.087443,-41.1510596,0
175.0875328,-41.1510596,0
175.0876227,-41.1510596,0
175.0877125,-41.1510596,0
175.0878023,-41.1510596,0
175.0878922,-41.1510596,0
175.087982,-41.1510596,255
175.0880718,-41.1510596,255
175.0881617,-41.1510596,255
175.0882515,-41.1510596,255
175.0883413,-41.1510596,255
175.0884312,-41.1510596,255
175.0865447,-41.15114943,0
175.0866345,-41.15114943,0
175.0867244,-41.15114943,0
175.0868142,-41.15114943,0
175.086904,-41.15114943,0
175.0869939,-41.15114943,0
175.0870837,-41.15114943,0
175.0871735,-41.15114943,0
175.0872633,-41.15114943,0
175.0873532,-41.15114943,0
175.087443,-41.15114943,0
175.0875328,-41.15114943,0
175.0876227,-41.15114943,0
175.0877125,-41.15114943,0
175.0878023,-41.15114943,0
175.0878922,-41.15114943,255
175.087982,-41.15114943,255
175.0880718,-41.15114943,255
175.0881617,-41.15114943,255
175.0882515,-41.15114943,255
175.0883413,-41.15114943,255
175.0884312,-41.15114943,255
175.0865447,-41.15123926,0
175.0866345,-41.15123926,0
175.0867244,-41.15123926,0
175.0868142,-41.15123926,0
175.086904,-41.15123926,0
175.0869939,-41.15123926,0
175.0870837,-41.15123926,0
175.0871735,-41.15123926,0
175.0872633,-41.15123926,0
175.0873532,-41.15123926,0
175.087443,-41.15123926,0
175.0875328,-41.15123926,0
175.0876227,-41.15123926,0
175.0877125,-41.15123926,0
175.0878023,-41.15123926,0
175.0878922,-41.15123926,255
175.087982,-41.15123926,255
175.0880718,-41.15123926,255
175.0881617,-41.15123926,255
175.0882515,-41.15123926,255
175.0883413,-41.15123926,255
175.0884312,-41.15123926,255
175.0865447,-41.15132909,0
175.0866345,-41.15132909,0
175.0867244,-41.15132909,0
175.0868142,-41.15132909,0
175.086904,-41.15132909,0
175.0869939,-41.15132909,0
175.0870837,-41.15132909,0
175.0871735,-41.15132909,0
175.0872633,-41.15132909,0
175.0873532,-41.15132909,0
175.087443,-41.15132909,0
175.0875328,-41.15132909,0
175.0876227,-41.15132909,0
175.0877125,-41.15132909,255
175.0878023,-41.15132909,255
175.0878922,-41.15132909,255
175.087982,-41.15132909,255
175.0880718,-41.15132909,255
175.0881617,-41.15132909,255
175.0882515,-41.15132909,255
175.0883413,-41.15132909,255
175.0884312,-41.15132909,255
175.0865447,-41.15141892,255
175.0866345,-41.15141892,0
175.0867244,-41.15141892,0
175.0868142,-41.15141892,0
175.086904,-41.15141892,0
175.0869939,-41.15141892,0
175.0870837,-41.15141892,0
175.0871735,-41.15141892,0
175.0872633,-41.15141892,0
175.0873532,-41.15141892,0
175.087443,-41.15141892,0
175.0875328,-41.15141892,255
175.0876227,-41.15141892,255
175.0877125,-41.15141892,255
175.0878023,-41.15141892,255
175.0878922,-41.15141892,255
175.087982,-41.15141892,255
175.0880718,-41.15141892,255
175.0881617,-41.15141892,255
175.0882515,-41.15141892,255
175.0883413,-41.15141892,255
175.0884312,-41.15141892,255
175.0865447,-41.15150876,255
175.0866345,-41.15150876,0
175.0867244,-41.15150876,0
175.0868142,-41.15150876,0
175.086904,-41.15150876,0
175.0869939,-41.15150876,0
175.0870837,-41.15150876,0
175.0871735,-41.15150876,0
175.0872633,-41.15150876,0
175.0873532,-41.15150876,255
175.087443,-41.15150876,255
175.0875328,-41.15150876,255
175.0876227,-41.15150876,255
175.0877125,-41.15150876,255
175.0878023,-41.15150876,255
175.0878922,-41.15150876,255
175.087982,-41.15150876,255
175.0880718,-41.15150876,255
175.0881617,-41.15150876,255
175.0882515,-41.15150876,255
175.0883413,-41.15150876,255
175.0884312,-41.15150876,255
175.0865447,-41.15159859,255
175.0866345,-41.15159859,255
175.0867244,-41.15159859,0
175.0868142,-41.15159859,0
175.086904,-41.15159859,0
175.0869939,-41.15159859,0
175.0870837,-41.15159859,255
175.0871735,-41.15159859,255
175.0872633,-41.15159859,255
175.0873532,-41.15159859,255
175.087443,-41.15159859,255
175.0875328,-41.15159859,255
175.0876227,-41.15159859,255
175.0877125,-41.15159859,255
175.0878023,-41.15159859,255
175.0878922,-41.15159859,255
175.087982,-41.15159859,255
175.0880718,-41.15159859,255
175.0881617,-41.15159859,255
175.0882515,-41.15159859,255
175.0883413,-41.15159859,255
175.0884312,-41.15159859,255
175.0865447,-41.15168842,255
175.0866345,-41.15168842,255
175.0867244,-41.15168842,0
175.0868142,-41.15168842,0
175.086904,-41.15168842,255
175.0869939,-41.15168842,255
175.0870837,-41.15168842,255
175.0871735,-41.15168842,255
175.0872633,-41.15168842,255
175.0873532,-41.15168842,255
175.087443,-41.15168842,255
175.0875328,-41.15168842,255
175.0876227,-41.15168842,255
175.0877125,-41.15168842,255
175.0878023,-41.15168842,255
175.0878922,-41.15168842,255
175.087982,-41.15168842,255
175.0880718,-41.15168842,255
175.0881617,-41.15168842,255
175.0882515,-41.15168842,255
175.0883413,-41.15168842,255
175.0884312,-41.15168842,255
