,aoi_id,data_request_id,reprojection_id,crs,year,x,y,pixel_boundary,canopy_cover,canopy_height,forest_cover,living_aboveground_biomass,living_belowground_biomass,living_biomass,living_biomass_carbon_stock,living_biomass_co2_eq,raos_q_diversity_index,tree_height
0,add2820e-c783-4f0a-b4d4-e23ffb2fb81e,a2153f10-5a7c-4885-88a2-fbc32d7361e1,ee5546c0-fe3b-4a91-80dc-ae518f193096,EPSG:4326,2013,175.08690104384064,-41.148613271887974,"{
  ""coordinates"": [
    [
      [
        1.750867760438406e+02,
        -4.114848827188798e+01
      ],
      [
        1.750867760438406e+02,
        -4.114873827188798e+01
      ],
      [
        1.750870260438406e+02,
        -4.114873827188798e+01
      ],
      [
        1.750870260438406e+02,
        -4.114848827188798e+01
      ],
      [
        1.750867760438406e+02,
        -4.114848827188798e+01
      ]
    ]
  ],
  ""type"": ""Polygon""
}",0.9944903941796018,0.0003315061756499172,False,0.7187354874762275,0.7245505486066344,1.4432860475122902,0.695663874900924,2.550767541303387,0.5659298336882842,0.001058037039528009
1,add2820e-c783-4f0a-b4d4-e23ffb2fb81e,a2153f10-5a7c-4885-88a2-fbc32d7361e1,ee5546c0-fe3b-4a91-80dc-ae518f193096,EPSG:4326,2020,175.08740104384066,-41.14961327188797,"{
  ""coordinates"": [
    [
      [
        1.750872760438407e+02,
        -4.114948827188798e+01
      ],
      [
        1.750872760438407e+02,
        -4.114973827188798e+01
      ],
      [
        1.750875260438407e+02,
        -4.114973827188798e+01
      ],
      [
        1.750875260438407e+02,
        -4.114948827188798e+01
      ],
      [
        1.750872760438407e+02,
        -4.114948827188798e+01
      ]
    ]
  ],
  ""type"": ""Polygon""
}",12.028958816397953,0.14263494531851345,False,9.02865358891929,6.5961169785620335,15.624770686073187,7.531139470687275,27.614178059186674,0.3904098722822371,0.5957026648778991
2,add2820e-c783-4f0a-b4d4-e23ffb2fb81e,a2153f10-5a7c-4885-88a2-fbc32d7361e1,ee5546c0-fe3b-4a91-80dc-ae518f193096,EPSG:4326,2019,175.08790104384065,-41.150363271887976,"{
  ""coordinates"": [
    [
      [
        1.750877760438406e+02,
        -4.115023827188798e+01
      ],
      [
        1.750877760438406e+02,
        -4.115048827188798e+01
      ],
      [
        1.750880260438406e+02,
        -4.115048827188798e+01
      ],
      [
        1.750880260438406e+02,
        -4.115023827188798e+01
      ],
      [
        1.750877760438406e+02,
        -4.115023827188798e+01
      ]
    ]
  ],
  ""type"": ""Polygon""
}",25.35068049031409,1.3374229275767007,False,19.913785855516316,13.247593006105134,33.161379270045444,15.983784808161902,58.607210963260314,0.3301221396345742,3.691716677143431
3,add2820e-c783-4f0a-b4d4-e23ffb2fb81e,a2153f10-5a7c-4885-88a2-fbc32d7361e1,ee5546c0-fe3b-4a91-80dc-ae518f193096,EPSG:4326,2024,175.08765104384065,-41.15086327188797,"{
  ""coordinates"": [
    [
      [
        1.750875260438407e+02,
        -4.115073827188797e+01
      ],
      [
        1.750875260438407e+02,
        -4.115098827188798e+01
      ],
      [
        1.750877760438406e+02,
        -4.115098827188798e+01
      ],
      [
        1.750877760438406e+02,
        -4.115073827188797e+01
      ],
      [
        1.750875260438407e+02,
        -4.115073827188797e+01
      ]
    ]
  ],
  ""type"": ""Polygon""
}",11.948622691904948,0.1188362318364995,False,4.10419526097921,3.3011149506357675,7.4053102296751,3.5693595307033976,13.087651612579126,0.41572515288584844,0.46172432291637217
4,add2820e-c783-4f0a-b4d4-e23ffb2fb81e,a2153f10-5a7c-4885-88a2-fbc32d7361e1,ee5546c0-fe3b-4a91-80dc-ae518f193096,EPSG:4326,2024,175.08765104384065,-41.15136327188797,"{
  ""coordinates"": [
    [
      [
        1.750875260438407e+02,
        -4.115123827188798e+01
      ],
      [
        1.750875260438407e+02,
        -4.115148827188798e+01
      ],
      [
        1.750877760438406e+02,
        -4.115148827188798e+01
      ],
      [
        1.750877760438406e+02,
        -4.115123827188798e+01
      ],
      [
        1.750875260438407e+02,
        -4.115123827188798e+01
      ]
    ]
  ],
  ""type"": ""Polygon""
}",0.9081291096893097,0.000305735022109614,False,1.0133306628795264,0.9810155916921015,1.9943462474725209,0.961274891281755,3.5246746013664345,0.4959556492811847,0.0010718561563833686
5,add2820e-c783-4f0a-b4d4-e23ffb2fb81e,a2153f10-5a7c-4885-88a2-fbc32d7361e1,ee5546c0-fe3b-4a91-80dc-ae518f193096,EPSG:4326,2023,175.08765104384065,-41.150113271887975,"{
  ""coordinates"": [
    [
      [
        1.750875260438407e+02,
        -4.114998827188798e+01
      ],
      [
        1.750875260438407e+02,
        -4.115023827188798e+01
      ],
      [
        1.750877760438406e+02,
        -4.115023827188798e+01
      ],
      [
        1.750877760438406e+02,
        -4.114998827188798e+01
      ],
      [
        1.750875260438407e+02,
        -4.114998827188798e+01
      ]
    ]
  ],
  ""type"": ""Polygon""
}",18.693826607724517,1.0220441346541513,False,21.356007140102466,13.918650655681628,35.27465835890676,17.002385328993064,62.342079539641205,0.3657677811767617,3.6390194356750385
6,add2820e-c783-4f0a-b4d4-e23ffb2fb81e,a2153f10-5a7c-4885-88a2-fbc32d7361e1,ee5546c0-fe3b-4a91-80dc-ae518f193096,EPSG:4326,2019,175.08740104384066,-41.15061327188797,"{
  ""coordinates"": [
    [
      [
        1.750872760438407e+02,
        -4.115048827188797e+01
      ],
      [
        1.750872760438407e+02,
        -4.115073827188797e+01
      ],
      [
        1.750875260438407e+02,
        -4.115073827188797e+01
      ],
      [
        1.750875260438407e+02,
        -4.115048827188797e+01
      ],
      [
        1.750872760438407e+02,
        -4.115048827188797e+01
      ]
    ]
  ],
  ""type"": ""Polygon""
}",22.767546551868687,0.772993035286815,False,12.08302047454044,8.670999594279255,20.75402046446716,10.003437863873172,36.67927216753497,0.41218291023514286,2.2210187975091604
7,add2820e-c783-4f0a-b4d4-e23ffb2fb81e,a2153f10-5a7c-4885-88a2-fbc32d7361e1,ee5546c0-fe3b-4a91-80dc-ae518f193096,EPSG:4326,2015,175.08740104384066,-41.148613271887974,"{
  ""coordinates"": [
    [
      [
        1.750872760438407e+02,
        -4.114848827188798e+01
      ],
      [
        1.750872760438407e+02,
        -4.114873827188798e+01
      ],
      [
        1.750875260438407e+02,
        -4.114873827188798e+01
      ],
      [
        1.750875260438407e+02,
        -4.114848827188798e+01
      ],
      [
        1.750872760438407e+02,
        -4.114848827188798e+01
      ]
    ]
  ],
  ""type"": ""Polygon""
}",2.374098222283835,0.0023527306382299376,False,0.95212576870225,0.9270809046517042,1.879206669355446,0.905777614629325,3.3211845869741916,0.3334466019518302,0.011881221687145034
8,add2820e-c783-4f0a-b4d4-e23ffb2fb81e,a2153f10-5a7c-4885-88a2-fbc32d7361e1,ee5546c0-fe3b-4a91-80dc-ae518f193096,EPSG:4326,2015,175.08790104384065,-41.150113271887975,"{
  ""coordinates"": [
    [
      [
        1.750877760438406e+02,
        -4.114998827188798e+01
      ],
      [
        1.750877760438406e+02,
        -4.115023827188798e+01
      ],
      [
        1.750880260438406e+02,
        -4.115023827188798e+01
      ],
      [
        1.750880260438406e+02,
        -4.114998827188798e+01
      ],
      [
        1.750877760438406e+02,
        -4.114998827188798e+01
      ]
    ]
  ],
  ""type"": ""Polygon""
}",23.63369445840022,1.0379969943517386,False,16.61813214065335,11.423134616465338,28.041266598846615,13.51589050064407,49.55826516902826,0.357822659604225,3.0702672104383217
9,add2820e-c783-4f0a-b4d4-e23ffb2fb81e,a2153f10-5a7c-4885-88a2-fbc32d7361e1,ee5546c0-fe3b-4a91-80dc-ae518f193096,EPSG:4326,2018,175.08690104384064,-41.15111327188797,"{
  ""coordinates"": [
    [
      [
        1.750867760438406e+02,
        -4.115098827188798e+01
      ],
      [
        1.750867760438406e+02,
        -4.115123827188798e+01
      ],
      [
        1.750870260438406e+02,
        -4.115123827188798e+01
      ],
      [
        1.750870260438406e+02,
        -4.115098827188798e+01
      ],
      [
        1.750867760438406e+02,
        -4.115098827188798e+01
      ]
    ]
  ],
  ""type"": ""Polygon""
}",2.0824152763900146,0.001423502593079457,False,1.1496785863670906,1.0968496418537672,2.2465282230513397,1.082826603510746,3.970364212872735,0.2582232012916332,0.0053966527787898694
